item,itemLabel,politicalPartyLabel,positionHeldLabel,positionEnd,positionStart
http://www.wikidata.org/entity/Q4526884,Kirill Știrbu,Communist Party of the Soviet Union,Member of the Supreme Soviet of the Moldavian Soviet Socialist Republic,1959-01-01T00:00:00Z,1947-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4526832,Viktor Shtepo,Communist Party of the Soviet Union,chief executive officer,1990-01-01T00:00:00Z,1959-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4424688,Ilia Smirnov,Communist Party of the Soviet Union,member of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,1947-02-09T00:00:00Z,1938-06-26T00:00:00Z
http://www.wikidata.org/entity/Q4424688,Ilia Smirnov,Communist Party of the Soviet Union,member of the Supreme Council of the Soviet Union,1950-03-12T00:00:00Z,1937-12-12T00:00:00Z
http://www.wikidata.org/entity/Q4419064,Siergiej Sikorski,Communist Party of the Soviet Union,chairman of the Brest Regional Executive Committee,1946-01-01T00:00:00Z,1944-07-20T00:00:00Z
http://www.wikidata.org/entity/Q12080952,Anatoliy Baranovsky,Communist Party of the Soviet Union,Foreign Minister of the Ukrainian Soviet Socialist Republic,1953-06-17T00:00:00Z,1952-06-10T00:00:00Z
http://www.wikidata.org/entity/Q6872036,Mir Bashir Gasimov,Communist Party of the Soviet Union,Chairman of the Presidium of the Supreme Soviet of the Azerbaijan SSR,1949-04-23T00:00:00Z,1938-07-21T00:00:00Z
http://www.wikidata.org/entity/Q9371394,Wasilij Begma,Communist Party of the Soviet Union,member of the Supreme Council of the Soviet Union,1962-01-01T00:00:00Z,1940-03-24T00:00:00Z
http://www.wikidata.org/entity/Q6453840,İlyas Abdullayev,Communist Party of the Soviet Union,Chairman of the Presidium of the Supreme Soviet of the Azerbaijan SSR,1959-11-26T00:00:00Z,1958-01-23T00:00:00Z
http://www.wikidata.org/entity/Q4675500,Maryna Hnatenko,Communist Party of the Soviet Union,member of the Supreme Council of the Soviet Union,1950-01-01T00:00:00Z,1946-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4675500,Maryna Hnatenko,Communist Party of the Soviet Union,member of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,1947-01-01T00:00:00Z,1938-01-01T00:00:00Z
http://www.wikidata.org/entity/Q12171494,Mikhail Yevgenyevich Shevchenko,Communist Party of the Soviet Union,member of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,1947-02-09T00:00:00Z,1938-01-01T00:00:00Z
http://www.wikidata.org/entity/Q12157488,Wasilij Starczenko,Communist Party of the Soviet Union,member of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,1948-07-17T00:00:00Z,1938-01-01T00:00:00Z
http://www.wikidata.org/entity/Q12157488,Wasilij Starczenko,Communist Party of the Soviet Union,member of the Supreme Council of the Soviet Union,1946-01-01T00:00:00Z,1941-01-01T00:00:00Z
http://www.wikidata.org/entity/Q12083086,Ivan Bobrov,Communist Party of the Soviet Union,member of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,1947-02-09T00:00:00Z,1938-06-26T00:00:00Z
http://www.wikidata.org/entity/Q12111369,Ivan Fjodorovitsj Kozatsjoek,Communist Party of the Soviet Union,member of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,1959-07-01T00:00:00Z,1941-01-01T00:00:00Z
http://www.wikidata.org/entity/Q13052864,Eduard Topchyan,Communist Party of the Soviet Union,chairperson,1975-01-01T00:00:00Z,1959-01-01T00:00:00Z
http://www.wikidata.org/entity/Q12843584,Nəzər Heydərov,Communist Party of the Soviet Union,Chairman of the Presidium of the Supreme Soviet of the Azerbaijan SSR,1954-03-09T00:00:00Z,1949-05-18T00:00:00Z
http://www.wikidata.org/entity/Q12863576,David Mamamtavrishvili,Communist Party of the Soviet Union,health minister,1959-01-01T00:00:00Z,1954-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15060994,Piotr Szpilewoj,Communist Party of the Soviet Union,member of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,1947-01-01T00:00:00Z,1938-06-26T00:00:00Z
http://www.wikidata.org/entity/Q15060581,Michaił Drożżyn,Communist Party of the Soviet Union,member of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,1947-02-09T00:00:00Z,1938-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15069699,Serhij Kostiuczenko,Communist Party of the Soviet Union,member of the Supreme Council of the Soviet Union,1954-01-01T00:00:00Z,1941-01-01T00:00:00Z
http://www.wikidata.org/entity/Q15069699,Serhij Kostiuczenko,Communist Party of the Soviet Union,member of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,1947-02-09T00:00:00Z,1938-01-01T00:00:00Z
http://www.wikidata.org/entity/Q16171572,Anna Grigorevna Gogol,Communist Party of the Soviet Union,member of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,1947-02-09T00:00:00Z,1940-01-01T00:00:00Z
http://www.wikidata.org/entity/Q16171572,Anna Grigorevna Gogol,Communist Party of the Soviet Union,member of the Supreme Council of the Soviet Union,1962-01-01T00:00:00Z,1946-01-01T00:00:00Z
http://www.wikidata.org/entity/Q16643596,Saftar Jafarov,Communist Party of the Soviet Union,Chairman of the Presidium of the Supreme Soviet of the Azerbaijan SSR,1961-11-16T00:00:00Z,1959-11-25T00:00:00Z
http://www.wikidata.org/entity/Q16398668,Sahak Karapetian,Communist Party of the Soviet Union,Prime Minister of Armenia,1952-01-01T00:00:00Z,1947-01-01T00:00:00Z
http://www.wikidata.org/entity/Q16398667,Sahak Bazyan,Communist Party of the Soviet Union,dean,1957-01-01T00:00:00Z,1951-01-01T00:00:00Z
http://www.wikidata.org/entity/Q17044113,Ivan Vetrov,Communist Party of the Soviet Union,Prosecutor of the BSSR,1949-01-01T00:00:00Z,1940-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18278588,Yakov Tereshchenko,Communist Party of the Soviet Union,member of the Supreme Council of the Soviet Union,1963-01-01T00:00:00Z,1959-01-01T00:00:00Z
http://www.wikidata.org/entity/Q18246094,Andrij Miziuk,Communist Party of the Soviet Union,member of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,1959-01-01T00:00:00Z,1940-01-01T00:00:00Z
http://www.wikidata.org/entity/Q4282021,Wasilij Markow,Communist Party of the Soviet Union,member of the Supreme Council of the Soviet Union,1962-01-01T00:00:00Z,1941-01-05T00:00:00Z
http://www.wikidata.org/entity/Q4282021,Wasilij Markow,Communist Party of the Soviet Union,member of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,1947-01-01T00:00:00Z,1938-01-01T00:00:00Z
http://www.wikidata.org/entity/Q20065778,Stepan Balyka,Communist Party of the Soviet Union,member of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,1947-02-09T00:00:00Z,1938-06-26T00:00:00Z
http://www.wikidata.org/entity/Q20030285,Nikolay Pegov,Communist Party of the Soviet Union,member of the Supreme Council of the Soviet Union,1950-01-01T00:00:00Z,1937-01-01T00:00:00Z
http://www.wikidata.org/entity/Q20030285,Nikolay Pegov,Communist Party of the Soviet Union,member of the Supreme Council of the Soviet Union,1958-01-01T00:00:00Z,1954-01-01T00:00:00Z
http://www.wikidata.org/entity/Q20509296,Garnik Stepanian,Communist Party of the Soviet Union,director,1963-01-01T00:00:00Z,1954-01-01T00:00:00Z
http://www.wikidata.org/entity/Q22008913,Athanasios I.Tubylov,Communist Party of the Soviet Union,head teacher,1967-01-01T00:00:00Z,1952-01-01T00:00:00Z
http://www.wikidata.org/entity/Q22008913,Athanasios I.Tubylov,Communist Party of the Soviet Union,head teacher,1952-01-01T00:00:00Z,1951-01-01T00:00:00Z
http://www.wikidata.org/entity/Q22919483,Iwan Martynienko,Communist Party of the Soviet Union,member of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,1951-01-01T00:00:00Z,1938-01-01T00:00:00Z
http://www.wikidata.org/entity/Q22919483,Iwan Martynienko,Communist Party of the Soviet Union,member of the Supreme Council of the Soviet Union,1954-01-01T00:00:00Z,1946-01-01T00:00:00Z
http://www.wikidata.org/entity/Q21096799,Zakhar Dorofieiev,Communist Party of the Soviet Union,member of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,1947-01-01T00:00:00Z,1938-01-01T00:00:00Z
http://www.wikidata.org/entity/Q24025826,Volodymyr Didur,Communist Party of the Soviet Union,member of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,1947-02-09T00:00:00Z,1938-01-01T00:00:00Z
http://www.wikidata.org/entity/Q24025679,Michaił Gieorgijewicz Kuzniecow,Communist Party of the Soviet Union,member of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,1947-01-01T00:00:00Z,1938-01-01T00:00:00Z
http://www.wikidata.org/entity/Q27308860,Vladimir Valuev,Communist Party of the Soviet Union,member of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,1959-01-01T00:00:00Z,1938-01-01T00:00:00Z
http://www.wikidata.org/entity/Q47258700,Ivan Iĺjušyn,Communist Party of the Soviet Union,Minister of Public Education of the BSSR,1961-01-01T00:00:00Z,1951-01-01T00:00:00Z
http://www.wikidata.org/entity/Q43429843,Evdokia Uralova,Communist Party of the Soviet Union,Minister of Public Education of the BSSR,1947-01-01T00:00:00Z,1946-03-26T00:00:00Z
http://www.wikidata.org/entity/Q54553655,Domna Nikolaevna Gesjko,Communist Party of the Soviet Union,member of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,1947-02-09T00:00:00Z,1941-01-21T00:00:00Z
http://www.wikidata.org/entity/Q54366268,Ivan Velychko,Communist Party of the Soviet Union,member of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,1947-01-01T00:00:00Z,1938-01-01T00:00:00Z
http://www.wikidata.org/entity/Q54312819,Ivan Orap,Communist Party of the Soviet Union,member of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,1951-01-01T00:00:00Z,1940-01-01T00:00:00Z
http://www.wikidata.org/entity/Q54232046,Taisiia Tkach,Communist Party of the Soviet Union,member of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,1947-02-09T00:00:00Z,1938-06-26T00:00:00Z
http://www.wikidata.org/entity/Q54877396,Ivan Yermylov,Communist Party of the Soviet Union,member of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,1947-02-09T00:00:00Z,1938-01-01T00:00:00Z
http://www.wikidata.org/entity/Q53924228,Ivan Biletskyi,Communist Party of the Soviet Union,member of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,1951-01-01T00:00:00Z,1938-01-01T00:00:00Z
http://www.wikidata.org/entity/Q54257423,Olena Maksymivna Melnychuk,Communist Party of the Soviet Union,member of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,1947-02-09T00:00:00Z,1938-01-01T00:00:00Z
http://www.wikidata.org/entity/Q54262928,Ivan Borisov,Communist Party of the Soviet Union,member of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,1947-02-09T00:00:00Z,1938-01-01T00:00:00Z
http://www.wikidata.org/entity/Q54554293,Marija Iosifovna Gisjak,Communist Party of the Soviet Union,member of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,1947-02-09T00:00:00Z,1940-01-01T00:00:00Z
http://www.wikidata.org/entity/Q21683931,Marija Alekseevna Didik,Communist Party of the Soviet Union,member of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,1951-01-01T00:00:00Z,1940-01-01T00:00:00Z
http://www.wikidata.org/entity/Q30958959,Rodion Borisov,Communist Party of the Soviet Union,member of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,1951-01-01T00:00:00Z,1941-01-01T00:00:00Z
http://www.wikidata.org/entity/Q61116270,Mykhailo Kushnir,Communist Party of the Soviet Union,member of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,1947-01-01T00:00:00Z,1940-01-01T00:00:00Z
http://www.wikidata.org/entity/Q63063048,Yelizaveta Khylchuk,Communist Party of the Soviet Union,member of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,1947-02-09T00:00:00Z,1938-06-26T00:00:00Z
http://www.wikidata.org/entity/Q61950996,Anastasiia Mospan,Communist Party of the Soviet Union,member of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,1947-01-01T00:00:00Z,1938-01-01T00:00:00Z
http://www.wikidata.org/entity/Q61116178,Sabina Turkevych,Communist Party of the Soviet Union,member of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,1947-02-09T00:00:00Z,1940-03-24T00:00:00Z
http://www.wikidata.org/entity/Q55187980,Olena Ivanovna Kiva,Communist Party of the Soviet Union,member of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,1947-02-09T00:00:00Z,1938-01-01T00:00:00Z
http://www.wikidata.org/entity/Q55270884,Andrey Kozlov,Communist Party of the Soviet Union,member of the Supreme Soviet of the Ukrainian Soviet Socialist Republic,1947-02-09T00:00:00Z,1938-01-01T00:00:00Z
